OnsetL,Resp,RT,TrialType,Distractors,Task,PhotoD,Hemifield,Visibility,Saccade,Set,Blink
41.1830,MISS,0,Catch,Present,AttendFull,Coerced,Right,Visible,0.00,03,Accept
44.8160,MISS,0,Catch,Present,AttendFull,Coerced,Right,Visible,0.00,03,Accept
45.8130,MISS,0,Catch,Present,AttendFull,Coerced,Right,Visible,0.00,03,Accept
48.0390,MISS,0,Catch,Present,AttendFull,Coerced,Right,Visible,0.00,03,Accept
51.0550,MISS,0,Catch,Present,AttendFull,Coerced,Right,Visible,0.00,03,Accept
51.6080,MISS,0,Catch,Present,AttendFull,Coerced,Right,Visible,0.00,04,Accept
53.5210,MISS,0,Catch,Present,AttendFull,Coerced,Right,Visible,0.00,04,Accept
55.3250,MISS,0,Catch,Present,AttendFull,Coerced,Left,Visible,0.00,04,Accept
57.3410,MISS,0,Catch,Present,AttendFull,Coerced,Left,Visible,0.00,04,Accept
61.4610,MISS,0,Catch,Present,AttendFull,Coerced,Left,Visible,0.00,04,Accept
66.8830,MISS,0,Catch,Present,AttendFull,Coerced,Right,Visible,0.00,04,Accept
68.0840,MISS,0,Catch,Present,AttendFull,Coerced,Left,Visible,0.00,04,Accept
107.2160,MISS,0,Catch,Present,AttendFull,Coerced,Left,Visible,0.00,04,Accept
108.9120,MISS,0,Catch,Present,AttendFull,Coerced,Right,Visible,0.00,04,Accept
113.8080,MISS,0,Catch,Present,AttendFull,Coerced,Left,Visible,0.00,03,Accept
120.2270,MISS,0,Catch,Present,AttendFull,Coerced,Right,Visible,0.00,03,Accept
121.3310,MISS,0,Catch,Present,AttendFull,Coerced,Left,Visible,0.00,03,Accept
128.1860,MISS,0,Catch,Present,AttendFull,Coerced,Left,Visible,0.00,03,Accept
152.7010,MISS,0,Catch,Present,AttendFull,Coerced,Left,Visible,0.00,02,Accept
159.3570,MISS,0,Catch,Present,AttendFull,Coerced,Right,Visible,0.00,02,Accept
160.8570,MISS,0,Catch,Present,AttendFull,Coerced,Left,Visible,0.00,02,Accept
162.0770,MISS,0,Catch,Present,AttendFull,Coerced,Right,Visible,0.00,02,Accept
163.2750,MISS,0,Catch,Present,AttendFull,Coerced,Right,Visible,0.00,02,Accept
164.0950,MISS,0,Catch,Present,AttendFull,Coerced,Right,Visible,0.00,02,Accept
177.7050,MISS,0,Catch,Present,AttendFull,Coerced,Right,Visible,0.00,04,Accept
179.7060,MISS,0,Catch,Present,AttendFull,Coerced,Right,Visible,0.00,04,Accept
208.8970,MISS,0,Catch,Present,AttendFull,Coerced,Left,Visible,0.00,01,Accept
212.6320,MISS,0,Catch,Present,AttendFull,Coerced,Right,Visible,0.00,01,Accept
216.8720,MISS,0,Catch,Present,AttendFull,Coerced,Right,Visible,0.00,01,Accept
244.8090,MISS,0,Catch,Present,AttendFull,Coerced,Right,Visible,0.00,01,Accept
249.3320,MISS,0,Catch,Present,AttendFull,Coerced,Left,Visible,0.00,01,Accept
251.9500,MISS,0,Catch,Present,AttendFull,Coerced,Left,Visible,0.00,01,Accept
254.3690,MISS,0,Catch,Present,AttendFull,Coerced,Left,Visible,0.00,01,Accept
283.6220,MISS,0,Catch,Present,AttendFull,Coerced,Right,Visible,0.00,02,Accept
284.7400,MISS,0,Catch,Present,AttendFull,Coerced,Left,Visible,0.00,02,Accept
286.4440,MISS,0,Catch,Present,AttendFull,Coerced,Left,Visible,0.00,02,Accept
287.2590,MISS,0,Catch,Present,AttendFull,Coerced,Left,Visible,0.00,02,Accept
288.8570,MISS,0,Catch,Present,AttendFull,Coerced,Right,Visible,0.00,02,Accept
