OnsetL,Resp,RT,TrialType,Distractors,Task,PhotoD,Hemifield,Visibility,Saccade,Set,Blink
99.2800,MISS,0,Catch,Present,AttendFull,Coerced,NA,NA,0.00,02,Accept
102.3030,MISS,0,Catch,Present,AttendFull,Coerced,NA,NA,0.00,02,Accept
104.0170,MISS,0,Catch,Present,AttendFull,Coerced,NA,NA,0.00,02,Accept
108.0340,MISS,0,Catch,Present,AttendFull,Coerced,NA,NA,0.00,02,Accept
108.2570,MISS,0,Catch,Present,AttendFull,Original,NA,NA,0.00,03,Accept
109.2350,MISS,0,Catch,Present,AttendFull,Coerced,NA,NA,0.00,02,Accept
109.8460,MISS,0,Catch,Present,AttendFull,Coerced,NA,NA,0.00,03,Accept
110.6580,MISS,0,Catch,Present,AttendFull,Coerced,NA,NA,0.00,03,Accept
116.8810,MISS,0,Catch,Present,AttendFull,Coerced,NA,NA,0.00,03,Accept
121.7050,MISS,0,Catch,Present,AttendFull,Coerced,NA,NA,0.00,03,Accept
123.5230,MISS,0,Catch,Present,AttendFull,Coerced,NA,NA,0.00,03,Accept
127.8430,MISS,0,Catch,Present,AttendFull,Coerced,NA,NA,0.00,03,Accept
177.0630,MISS,0,Catch,Present,AttendFull,Coerced,NA,NA,0.00,01,Accept
180.7840,MISS,0,Catch,Present,AttendFull,Coerced,NA,NA,0.00,01,Accept
181.5830,MISS,0,Catch,Present,AttendFull,Coerced,NA,NA,0.00,01,Accept
182.8020,MISS,0,Catch,Present,AttendFull,Coerced,NA,NA,0.00,01,Accept
202.7820,MISS,0,Catch,Present,AttendFull,Coerced,NA,NA,0.00,01,Accept
203.6000,MISS,0,Catch,Present,AttendFull,Coerced,NA,NA,0.00,01,Accept
228.2080,MISS,0,Catch,Present,AttendFull,Coerced,NA,NA,0.00,04,Accept
233.9320,MISS,0,Catch,Present,AttendFull,Coerced,NA,NA,0.00,02,Accept
376.0430,MISS,0,Catch,Present,AttendFull,Coerced,NA,NA,0.00,04,Accept
377.3390,MISS,0,Catch,Present,AttendFull,Coerced,NA,NA,0.00,03,Accept
377.9440,MISS,0,Catch,Present,AttendFull,Coerced,NA,NA,0.00,04,Accept
410.3800,MISS,0,Catch,Present,AttendFull,Coerced,NA,NA,0.00,03,Accept
411.5010,MISS,0,Catch,Present,AttendFull,Coerced,NA,NA,0.00,03,Accept
412.6460,MISS,0,Catch,Present,AttendFull,Coerced,NA,NA,0.00,02,Accept
413.7180,MISS,0,Catch,Present,AttendFull,Coerced,NA,NA,0.00,03,Accept
414.6170,MISS,0,Catch,Present,AttendFull,Coerced,NA,NA,0.00,03,Accept
415.8630,MISS,0,Catch,Present,AttendFull,Coerced,NA,NA,0.00,02,Accept
418.0800,MISS,0,Catch,Present,AttendFull,Coerced,NA,NA,0.00,02,Accept
418.3540,MISS,0,Catch,Present,AttendFull,Coerced,NA,NA,0.00,03,Accept
419.6610,MISS,0,Catch,Present,AttendFull,Coerced,NA,NA,0.00,03,Accept
420.6750,MISS,0,Catch,Present,AttendFull,Coerced,NA,NA,0.00,03,Accept
422.5770,MISS,0,Catch,Present,AttendFull,Coerced,NA,NA,0.00,03,Accept
475.9940,MISS,0,Catch,Present,AttendFull,Coerced,NA,NA,0.00,02,Accept
478.4220,MISS,0,Catch,Present,AttendFull,Coerced,NA,NA,0.00,03,Accept
479.3220,MISS,0,Catch,Present,AttendFull,Coerced,NA,NA,0.00,03,Accept
486.6520,MISS,0,Catch,Present,AttendFull,Coerced,NA,NA,0.00,02,Accept
487.9690,MISS,0,Catch,Present,AttendFull,Coerced,NA,NA,0.00,02,Accept
490.3930,MISS,0,Catch,Present,AttendFull,Coerced,NA,NA,0.00,02,Accept
509.0590,MISS,0,Catch,Present,AttendFull,Coerced,NA,NA,0.00,01,Accept
510.0760,MISS,0,Catch,Present,AttendFull,Coerced,NA,NA,0.00,01,Accept
513.2070,MISS,0,Catch,Present,AttendFull,Coerced,NA,NA,0.00,02,Accept
514.7100,MISS,0,Catch,Present,AttendFull,Coerced,NA,NA,0.00,02,Accept
516.3260,MISS,0,Catch,Present,AttendFull,Coerced,NA,NA,0.00,02,Accept
517.1310,MISS,0,Catch,Present,AttendFull,Coerced,NA,NA,0.00,02,Accept
520.0470,MISS,0,Catch,Present,AttendFull,Coerced,NA,NA,0.00,02,Accept
569.4200,MISS,0,Catch,Present,AttendFull,Coerced,NA,NA,0.00,02,Accept
570.6210,MISS,0,Catch,Present,AttendFull,Coerced,NA,NA,0.00,02,Accept
572.6400,MISS,0,Catch,Present,AttendFull,Coerced,NA,NA,0.00,02,Accept
577.1740,MISS,0,Catch,Present,AttendFull,Coerced,NA,NA,0.00,02,Accept
580.2960,MISS,0,Catch,Present,AttendFull,Coerced,NA,NA,0.00,02,Accept
585.3230,MISS,0,Catch,Present,AttendFull,Coerced,NA,NA,0.00,03,Accept
588.7420,MISS,0,Catch,Present,AttendFull,Coerced,NA,NA,0.00,03,Accept
634.4460,MISS,0,Catch,Present,AttendFull,Coerced,NA,NA,0.00,03,Accept
642.6850,MISS,0,Catch,Present,AttendFull,Coerced,NA,NA,0.00,04,Accept
648.5230,MISS,0,Catch,Present,AttendFull,Coerced,NA,NA,0.00,04,Accept
668.4250,MISS,0,Catch,Present,AttendFull,Coerced,NA,NA,0.00,04,Accept
670.2430,MISS,0,Catch,Present,AttendFull,Coerced,NA,NA,0.00,04,Accept
675.6830,MISS,0,Catch,Present,AttendFull,Coerced,NA,NA,0.00,04,Accept
678.6000,MISS,0,Catch,Present,AttendFull,Coerced,NA,NA,0.00,04,Accept
692.2710,MISS,0,Catch,Present,AttendFull,Coerced,NA,NA,0.00,01,Accept
693.2890,MISS,0,Catch,Present,AttendFull,Coerced,NA,NA,0.00,01,Accept
696.7090,MISS,0,Catch,Present,AttendFull,Coerced,NA,NA,0.00,01,Accept
698.0250,MISS,0,Catch,Present,AttendFull,Coerced,NA,NA,0.00,01,Accept
705.3660,MISS,0,Catch,Present,AttendFull,Coerced,NA,NA,0.00,01,Accept
713.8560,MISS,0,Catch,Present,AttendFull,Coerced,NA,NA,0.00,03,Accept
717.2750,MISS,0,Catch,Present,AttendFull,Coerced,NA,NA,0.00,03,Accept
720.4970,MISS,0,Catch,Present,AttendFull,Coerced,NA,NA,0.00,03,Accept
722.1980,MISS,0,Catch,Present,AttendFull,Coerced,NA,NA,0.00,03,Accept
724.5620,MISS,0,Catch,Present,AttendFull,Coerced,NA,NA,0.00,01,Accept
727.3840,EMG1,0.4360,Catch,Present,AttendFull,Coerced,NA,NA,0.00,01,Accept
762.8180,MISS,0,Catch,Present,AttendFull,Coerced,NA,NA,0.00,04,Accept
765.5360,MISS,0,Catch,Present,AttendFull,Coerced,NA,NA,0.00,04,Accept
789.4700,MISS,0,Catch,Present,AttendFull,Coerced,NA,NA,0.00,04,Accept
791.1300,MISS,0,Catch,Present,AttendFull,Coerced,NA,NA,0.00,02,Accept
848.9000,MISS,0,Catch,Present,AttendFull,Coerced,NA,NA,0.00,03,Accept
893.4770,MISS,0,Catch,Present,AttendFull,Coerced,NA,NA,0.00,02,Accept
894.6960,MISS,0,Catch,Present,AttendFull,Coerced,NA,NA,0.00,02,Accept
895.5350,MISS,0,Catch,Present,AttendFull,Coerced,NA,NA,0.00,04,Accept
55.2370,MISS,0,Catch,Present,AttendLeft,Coerced,NA,NA,0.00,03,Accept
58.8550,MISS,0,Catch,Present,AttendLeft,Coerced,NA,NA,0.00,03,Accept
59.8730,MISS,0,Catch,Present,AttendLeft,Coerced,NA,NA,0.00,03,Accept
68.6570,MISS,0,Catch,Present,AttendLeft,Coerced,NA,NA,0.00,01,Accept
70.2790,MISS,0,Catch,Present,AttendLeft,Coerced,NA,NA,0.00,01,Accept
71.3790,MISS,0,Catch,Present,AttendLeft,Coerced,NA,NA,0.00,01,Accept
73.3960,MISS,0,Catch,Present,AttendLeft,Coerced,NA,NA,0.00,01,Accept
129.6540,MISS,0,Catch,Present,AttendLeft,Coerced,NA,NA,0.00,02,Accept
130.5530,MISS,0,Catch,Present,AttendLeft,Coerced,NA,NA,0.00,02,Accept
