OnsetL,Resp,RT,TrialType,Distractors,Task,PhotoD,Hemifield,Visibility,Saccade,Set,Blink
40.5060,MISS,0,Catch,Present,AttendFull,Coerced,Left,Visible,0.00,03,Accept
44.1300,MISS,0,Catch,Present,AttendFull,Coerced,Right,Visible,0.00,03,Accept
45.1460,MISS,0,Catch,Present,AttendFull,Coerced,Left,Visible,0.00,03,Accept
47.3670,MISS,0,Catch,Present,AttendFull,Coerced,Left,Visible,0.00,03,Accept
105.0910,MISS,0,Catch,Present,AttendFull,Coerced,Left,Visible,0.00,02,Accept
105.9910,MISS,0,Catch,Present,AttendFull,Coerced,Left,Visible,0.00,02,Accept
110.5290,MISS,0,Catch,Present,AttendFull,Coerced,Left,Visible,0.00,02,Accept
112.1620,MISS,0,Catch,Present,AttendFull,Original,Left,Visible,0.00,02,Accept
186.3160,MISS,0,Catch,Present,AttendFull,Coerced,Left,Visible,0.00,04,Accept
188.3390,MISS,0,Catch,Present,AttendFull,Coerced,Left,Visible,0.00,04,Accept
189.1360,MISS,0,Catch,Present,AttendFull,Coerced,Left,Visible,0.00,04,Accept
190.4490,MISS,0,Catch,Present,AttendFull,Coerced,Right,Visible,0.00,04,Accept
191.2540,MISS,0,Catch,Present,AttendFull,Coerced,Right,Visible,0.00,04,Accept
210.6240,MISS,0,Catch,Present,AttendFull,Coerced,Left,Visible,0.00,03,Accept
212.3420,MISS,0,Catch,Present,AttendFull,Coerced,Right,Visible,0.00,03,Accept
213.9460,MISS,0,Catch,Present,AttendFull,Coerced,Left,Visible,0.00,03,Accept
216.9650,MISS,0,Catch,Present,AttendFull,Coerced,Left,Visible,0.00,03,Accept
218.0830,MISS,0,Catch,Present,AttendFull,Coerced,Left,Visible,0.00,03,Accept
219.8820,MISS,0,Catch,Present,AttendFull,Coerced,Left,Visible,0.00,03,Accept
252.1050,MISS,0,Catch,Present,AttendFull,Coerced,Right,Visible,0.00,04,Accept
252.8170,MISS,0,Catch,Present,AttendFull,Coerced,Left,Visible,0.00,04,Accept
253.7270,MISS,0,Catch,Present,AttendFull,Coerced,Right,Visible,0.00,01,Accept
254.4400,MISS,0,Catch,Present,AttendFull,Coerced,Left,Visible,0.00,04,Accept
256.0390,MISS,0,Catch,Present,AttendFull,Coerced,Left,Visible,0.00,04,Accept
256.1410,MISS,0,Catch,Present,AttendFull,Coerced,Right,Visible,0.00,01,Accept
257.5640,MISS,0,Catch,Present,AttendFull,Coerced,Left,Visible,0.00,01,Accept
257.7580,MISS,0,Catch,Present,AttendFull,Coerced,Left,Visible,0.00,04,Accept
258.3780,MISS,0,Catch,Present,AttendFull,Coerced,Left,Visible,0.00,03,Accept
259.3620,MISS,0,Catch,Present,AttendFull,Coerced,Right,Visible,0.00,04,Accept
260.4000,MISS,0,Catch,Present,AttendFull,Coerced,Left,Visible,0.00,03,Accept
260.6770,MISS,0,Catch,Present,AttendFull,Coerced,Right,Visible,0.00,04,Accept
263.1950,MISS,0,Catch,Present,AttendFull,Coerced,Left,Visible,0.00,04,Accept
263.5860,MISS,0,Catch,Present,AttendFull,Coerced,Right,Visible,0.00,01,Accept
265.3820,MISS,0,Catch,Present,AttendFull,Coerced,Left,Visible,0.00,01,Accept
266.8020,MISS,0,Catch,Present,AttendFull,Coerced,Right,Visible,0.00,01,Accept
267.9030,MISS,0,Catch,Present,AttendFull,Coerced,Left,Visible,0.00,01,Accept
269.9190,MISS,0,Catch,Present,AttendFull,Coerced,Left,Visible,0.00,01,Accept
271.9320,MISS,0,Catch,Present,AttendFull,Coerced,Left,Visible,0.00,04,Accept
273.2400,MISS,0,Catch,Present,AttendFull,Coerced,Right,Visible,0.00,01,Accept
273.9390,MISS,0,Catch,Present,AttendFull,Coerced,Left,Visible,0.00,04,Accept
275.6530,MISS,0,Catch,Present,AttendFull,Coerced,Right,Visible,0.00,04,Accept
279.4590,MISS,0,Catch,Present,AttendFull,Coerced,Right,Visible,0.00,01,Accept
282.2280,MISS,0,Catch,Present,AttendFull,Coerced,Right,Visible,0.00,02,Accept
283.6280,MISS,0,Catch,Present,AttendFull,Coerced,Left,Visible,0.00,02,Accept
338.4730,MISS,0,Catch,Present,AttendFull,Coerced,Left,Visible,0.00,01,Accept
340.2720,MISS,0,Catch,Present,AttendFull,Coerced,Left,Visible,0.00,01,Accept
342.0960,MISS,0,Catch,Present,AttendFull,Coerced,Left,Visible,0.00,01,Accept
344.8140,MISS,0,Catch,Present,AttendFull,Coerced,Left,Visible,0.00,01,Accept
346.6800,MISS,0,Catch,Present,AttendFull,Coerced,Left,Visible,0.00,02,Accept
347.3320,MISS,0,Catch,Present,AttendFull,Coerced,Left,Visible,0.00,01,Accept
348.1500,MISS,0,Catch,Present,AttendFull,Coerced,Left,Visible,0.00,01,Accept
351.0690,MISS,0,Catch,Present,AttendFull,Coerced,Right,Visible,0.00,01,Accept
358.0910,MISS,0,Catch,Present,AttendFull,Coerced,Right,Visible,0.00,03,Accept
360.3050,MISS,0,Catch,Present,AttendFull,Coerced,Left,Visible,0.00,04,Accept
362.2020,MISS,0,Catch,Present,AttendFull,Coerced,Right,Visible,0.00,04,Accept
362.6280,MISS,0,Catch,Present,AttendFull,Coerced,Right,Visible,0.00,03,Accept
364.1060,MISS,0,Catch,Present,AttendFull,Coerced,Left,Visible,0.00,04,Accept
365.9290,MISS,0,Catch,Present,AttendFull,Coerced,Left,Visible,0.00,04,Accept
367.7470,MISS,0,Catch,Present,AttendFull,Coerced,Right,Visible,0.00,04,Accept
372.9650,MISS,0,Catch,Present,AttendFull,Coerced,Right,Visible,0.00,04,Accept
374.5610,MISS,0,Catch,Present,AttendFull,Coerced,Left,Visible,0.00,04,Accept
375.8820,MISS,0,Catch,Present,AttendFull,Coerced,Right,Visible,0.00,04,Accept
385.5190,MISS,0,Catch,Present,AttendFull,Coerced,Right,Visible,0.00,04,Accept
387.2220,MISS,0,Catch,Present,AttendFull,Coerced,Left,Visible,0.00,04,Accept
400.8620,MISS,0,Catch,Present,AttendFull,Coerced,Right,Visible,0.00,02,Accept
403.9770,MISS,0,Catch,Present,AttendFull,Coerced,Right,Visible,0.00,02,Accept
406.8970,MISS,0,Catch,Present,AttendFull,Coerced,Right,Visible,0.00,02,Accept
407.5950,MISS,0,Catch,Present,AttendFull,Coerced,Right,Visible,0.00,02,Accept
409.9160,MISS,0,Catch,Present,AttendFull,Coerced,Right,Visible,0.00,02,Accept
462.1040,MISS,0,Catch,Present,AttendFull,Coerced,Right,Visible,0.00,02,Accept
463.4050,MISS,0,Catch,Present,AttendFull,Coerced,Right,Visible,0.00,02,Accept
464.9210,MISS,0,Catch,Present,AttendFull,Coerced,Right,Visible,0.00,02,Accept
465.8290,MISS,0,Catch,Present,AttendFull,Coerced,Right,Visible,0.00,02,Accept
525.1880,MISS,0,Catch,Present,AttendFull,Coerced,Right,Visible,0.00,01,Accept
531.4260,MISS,0,Catch,Present,AttendFull,Coerced,Right,Visible,0.00,01,Accept
547.0430,MISS,0,Catch,Present,AttendFull,Coerced,Left,Visible,0.00,03,Accept
550.1600,MISS,0,Catch,Present,AttendFull,Coerced,Right,Visible,0.00,03,Accept
551.6660,MISS,0,Catch,Present,AttendFull,Coerced,Right,Visible,0.00,03,Accept
553.8790,MISS,0,Catch,Present,AttendFull,Coerced,Right,Visible,0.00,03,Accept
558.6860,MISS,0,Catch,Present,AttendFull,Coerced,Right,Visible,0.00,01,Accept
559.6370,MISS,0,Catch,Present,AttendFull,Coerced,Left,Visible,0.00,02,Accept
559.6840,MISS,0,Catch,Present,AttendFull,Coerced,Right,Visible,0.00,01,Accept
560.4490,MISS,0,Catch,Present,AttendFull,Coerced,Left,Visible,0.00,02,Accept
561.6480,MISS,0,Catch,Present,AttendFull,Coerced,Right,Visible,0.00,02,Accept
563.1070,MISS,0,Catch,Present,AttendFull,Coerced,Left,Visible,0.00,01,Accept
564.2050,MISS,0,Catch,Present,AttendFull,Coerced,Right,Visible,0.00,01,Accept
564.4690,MISS,0,Catch,Present,AttendFull,Coerced,Left,Visible,0.00,02,Accept
572.5230,MISS,0,Catch,Present,AttendFull,Coerced,Right,Visible,0.00,02,Accept
574.0170,MISS,0,Catch,Present,AttendFull,Coerced,Left,Visible,0.00,03,Accept
577.3330,MISS,0,Catch,Present,AttendFull,Coerced,Left,Visible,0.00,03,Accept
578.2340,MISS,0,Catch,Present,AttendFull,Coerced,Left,Visible,0.00,03,Accept
579.6420,MISS,0,Catch,Present,AttendFull,Coerced,Right,Visible,0.00,03,Accept
583.1740,MISS,0,Catch,Present,AttendFull,Coerced,Left,Visible,0.00,03,Accept
593.0150,MISS,0,Catch,Present,AttendFull,Coerced,Left,Visible,0.00,03,Accept
594.5150,MISS,0,Catch,Present,AttendFull,Coerced,Left,Visible,0.00,03,Accept
595.4320,MISS,0,Catch,Present,AttendFull,Coerced,Left,Visible,0.00,03,Accept
600.0540,MISS,0,Catch,Present,AttendFull,Coerced,Left,Visible,0.00,03,Accept
609.9760,MISS,0,Catch,Present,AttendFull,Coerced,Left,Visible,0.00,01,Accept
611.9780,MISS,0,Catch,Present,AttendFull,Coerced,Left,Visible,0.00,01,Accept
612.8910,MISS,0,Catch,Present,AttendFull,Coerced,Right,Visible,0.00,01,Accept
621.8940,MISS,0,Catch,Present,AttendFull,Coerced,Right,Visible,0.00,04,Accept
623.0100,MISS,0,Catch,Present,AttendFull,Coerced,Right,Visible,0.00,04,Accept
623.8140,MISS,0,Catch,Present,AttendFull,Coerced,Left,Visible,0.00,04,Accept
625.3270,MISS,0,Catch,Present,AttendFull,Coerced,Left,Visible,0.00,04,Accept
626.9300,MISS,0,Catch,Present,AttendFull,Coerced,Left,Visible,0.00,04,Accept
631.7250,MISS,0,Catch,Present,AttendFull,Coerced,Right,Visible,0.00,02,Accept
632.7660,MISS,0,Catch,Present,AttendFull,Coerced,Right,Visible,0.00,04,Accept
656.9950,MISS,0,Catch,Present,AttendFull,Coerced,Right,Visible,0.00,03,Accept
658.2140,MISS,0,Catch,Present,AttendFull,Coerced,Left,Visible,0.00,03,Accept
660.8330,MISS,0,Catch,Present,AttendFull,Coerced,Left,Visible,0.00,03,Accept
664.7540,MISS,0,Catch,Present,AttendFull,Coerced,Right,Visible,0.00,03,Accept
668.1750,MISS,0,Catch,Present,AttendFull,Coerced,Left,Visible,0.00,03,Accept
668.9680,MISS,0,Catch,Present,AttendFull,Coerced,Left,Visible,0.00,03,Accept
720.7060,MISS,0,Catch,Present,AttendFull,Original,Right,Visible,0.00,01,Accept
726.6140,MISS,0,Catch,Present,AttendFull,Coerced,Right,Visible,0.00,01,Accept
731.2320,MISS,0,Catch,Present,AttendFull,Coerced,Left,Visible,0.00,01,Accept
734.6560,MISS,0,Catch,Present,AttendFull,Coerced,Right,Visible,0.00,01,Accept
736.5550,MISS,0,Catch,Present,AttendFull,Coerced,Right,Visible,0.00,01,Accept
738.0590,MISS,0,Catch,Present,AttendFull,Coerced,Right,Visible,0.00,01,Accept
739.8720,MISS,0,Catch,Present,AttendFull,Coerced,Right,Visible,0.00,01,Accept
742.7930,MISS,0,Catch,Present,AttendFull,Coerced,Left,Visible,0.00,01,Accept
820.7750,MISS,0,Catch,Present,AttendFull,Coerced,Left,Visible,0.00,03,Accept
825.7140,MISS,0,Catch,Present,AttendFull,Coerced,Right,Visible,0.00,03,Accept
826.5290,MISS,0,Catch,Present,AttendFull,Coerced,Right,Visible,0.00,03,Accept
834.6990,MISS,0,Catch,Present,AttendFull,Coerced,Right,Visible,0.00,01,Accept
840.7380,MISS,0,Catch,Present,AttendFull,Coerced,Right,Visible,0.00,01,Accept
841.6410,MISS,0,Catch,Present,AttendFull,Coerced,Left,Visible,0.00,01,Accept
