OnsetL,Resp,RT,TrialType,Distractors,Task,PhotoD,Hemifield,Visibility,Saccade,Set,Blink
58.4760,MISS,0,Catch,Present,AttendFull,Coerced,Right,Visible,0.00,01,Accept
60.0910,MISS,0,Catch,Present,AttendFull,Coerced,Left,Visible,0.00,01,Accept
61.1920,MISS,0,Catch,Present,AttendFull,Coerced,Left,Visible,0.00,01,Accept
63.1960,MISS,0,Catch,Present,AttendFull,Coerced,Right,Visible,0.00,01,Accept
77.8560,MISS,0,Catch,Present,AttendFull,Coerced,Left,Visible,0.00,02,Accept
81.9570,MISS,0,Catch,Present,AttendFull,Coerced,Right,Visible,0.00,04,Accept
83.1740,MISS,0,Catch,Present,AttendFull,Coerced,Left,Visible,0.00,04,Accept
87.2940,MISS,0,Catch,Present,AttendFull,Coerced,Left,Visible,0.00,04,Accept
88.0110,MISS,0,Catch,Present,AttendFull,Coerced,Left,Visible,0.00,04,Accept
89.0120,MISS,0,Catch,Present,AttendFull,Coerced,Left,Visible,0.00,04,Accept
93.9460,MISS,0,Catch,Present,AttendFull,Coerced,Right,Visible,0.00,04,Accept
158.8390,MISS,0,Catch,Present,AttendFull,Coerced,Left,Visible,0.00,01,Accept
164.1070,MISS,0,Catch,Present,AttendFull,Coerced,Left,Visible,0.00,02,Accept
165.8260,EMG1,0.4280,Catch,Present,AttendFull,Coerced,Right,Visible,0.00,02,Accept
166.8780,MISS,0,Catch,Present,AttendFull,Coerced,Right,Visible,0.00,01,Accept
167.3260,MISS,0,Catch,Present,AttendFull,Coerced,Right,Visible,0.00,02,Accept
170.5620,MISS,0,Catch,Present,AttendFull,Coerced,Right,Visible,0.00,02,Accept
170.5970,MISS,0,Catch,Present,AttendFull,Coerced,Right,Visible,0.00,01,Accept
171.3960,MISS,0,Catch,Present,AttendFull,Coerced,Left,Visible,0.00,01,Accept
172.6150,MISS,0,Catch,Present,AttendFull,Coerced,Left,Visible,0.00,01,Accept
192.5980,MISS,0,Catch,Present,AttendFull,Coerced,Right,Visible,0.00,01,Accept
202.7550,MISS,0,Catch,Present,AttendFull,Coerced,Right,Visible,0.00,02,Accept
242.8850,MISS,0,Catch,Present,AttendFull,Coerced,Left,Visible,0.00,04,Accept
246.6020,MISS,0,Catch,Present,AttendFull,Coerced,Right,Visible,0.00,04,Accept
247.7220,MISS,0,Catch,Present,AttendFull,Coerced,Left,Visible,0.00,01,Accept
249.6380,MISS,0,Catch,Present,AttendFull,Coerced,Left,Visible,0.00,04,Accept
250.3410,MISS,0,Catch,Present,AttendFull,Coerced,Right,Visible,0.00,01,Accept
252.7650,MISS,0,Catch,Present,AttendFull,Coerced,Left,Visible,0.00,01,Accept
254.1610,MISS,0,Catch,Present,AttendFull,Coerced,Left,Visible,0.00,01,Accept
255.6590,MISS,0,Catch,Present,AttendFull,Coerced,Left,Visible,0.00,04,Accept
257.9160,MISS,0,Catch,Present,AttendFull,Coerced,Right,Visible,0.00,03,Accept
258.5810,MISS,0,Catch,Present,AttendFull,Coerced,Right,Visible,0.00,04,Accept
259.2780,MISS,0,Catch,Present,AttendFull,Coerced,Right,Visible,0.00,04,Accept
260.1830,MISS,0,Catch,Present,AttendFull,Coerced,Left,Visible,0.00,01,Accept
260.8960,MISS,0,Catch,Present,AttendFull,Coerced,Right,Visible,0.00,04,Accept
261.2440,MISS,0,Catch,Present,AttendFull,Coerced,Right,Visible,0.00,03,Accept
262.5120,MISS,0,Catch,Present,AttendFull,Coerced,Right,Visible,0.00,04,Accept
263.4020,MISS,0,Catch,Present,AttendFull,Coerced,Right,Visible,0.00,01,Accept
264.2190,MISS,0,Catch,Present,AttendFull,Coerced,Left,Visible,0.00,04,Accept
264.5060,MISS,0,Catch,Present,AttendFull,Coerced,Right,Visible,0.00,01,Accept
266.5260,MISS,0,Catch,Present,AttendFull,Coerced,Left,Visible,0.00,01,Accept
269.8440,MISS,0,Catch,Present,AttendFull,Coerced,Left,Visible,0.00,01,Accept
276.0640,MISS,0,Catch,Present,AttendFull,Coerced,Left,Visible,0.00,01,Accept
277.8850,MISS,0,Catch,Present,AttendFull,Coerced,Left,Visible,0.00,01,Accept
278.7830,MISS,0,Catch,Present,AttendFull,Coerced,Right,Visible,0.00,01,Accept
279.8000,MISS,0,Catch,Present,AttendFull,Coerced,Right,Visible,0.00,01,Accept
281.7190,MISS,0,Catch,Present,AttendFull,Coerced,Left,Visible,0.00,01,Accept
284.1330,MISS,0,Catch,Present,AttendFull,Coerced,Left,Visible,0.00,01,Accept
287.1510,MISS,0,Catch,Present,AttendFull,Coerced,Right,Visible,0.00,04,Accept
336.8930,MISS,0,Catch,Present,AttendFull,Coerced,Left,Visible,0.00,01,Accept
338.7140,MISS,0,Catch,Present,AttendFull,Coerced,Right,Visible,0.00,01,Accept
341.4350,MISS,0,Catch,Present,AttendFull,Coerced,Right,Visible,0.00,01,Accept
344.7530,MISS,0,Catch,Present,AttendFull,Coerced,Left,Visible,0.00,01,Accept
347.6720,MISS,0,Catch,Present,AttendFull,Coerced,Right,Visible,0.00,01,Accept
355.6320,MISS,0,Catch,Present,AttendFull,Coerced,Right,Visible,0.00,03,Accept
360.1530,MISS,0,Catch,Present,AttendFull,Coerced,Right,Visible,0.00,03,Accept
391.9820,MISS,0,Catch,Present,AttendFull,Coerced,Right,Visible,0.00,04,Accept
393.6850,MISS,0,Catch,Present,AttendFull,Coerced,Left,Visible,0.00,04,Accept
396.4040,MISS,0,Catch,Present,AttendFull,Coerced,Left,Visible,0.00,04,Accept
398.3240,MISS,0,Catch,Present,AttendFull,Coerced,Left,Visible,0.00,04,Accept
410.7390,MISS,0,Catch,Present,AttendFull,Coerced,Left,Visible,0.00,02,Accept
413.0550,MISS,0,Catch,Present,AttendFull,Coerced,Left,Visible,0.00,02,Accept
528.7960,MISS,0,Catch,Present,AttendFull,Coerced,Left,Visible,0.00,02,Accept
560.8790,MISS,0,Catch,Present,AttendFull,Coerced,Left,Visible,0.00,03,Accept
563.4980,MISS,0,Catch,Present,AttendFull,Coerced,Left,Visible,0.00,03,Accept
565.5160,MISS,0,Catch,Present,AttendFull,Coerced,Right,Visible,0.00,03,Accept
568.1370,MISS,0,Catch,Present,AttendFull,Coerced,Left,Visible,0.00,03,Accept
571.5530,MISS,0,Catch,Present,AttendFull,Coerced,Right,Visible,0.00,03,Accept
574.8540,MISS,0,Catch,Present,AttendFull,Coerced,Right,Visible,0.00,03,Accept
575.7690,MISS,0,Catch,Present,AttendFull,Coerced,Right,Visible,0.00,03,Accept
597.8670,MISS,0,Catch,Present,AttendFull,Coerced,Right,Visible,0.00,02,Accept
608.5760,MISS,0,Catch,Present,AttendFull,Coerced,Left,Visible,0.00,01,Accept
612.9150,MISS,0,Catch,Present,AttendFull,Coerced,Left,Visible,0.00,01,Accept
631.7910,MISS,0,Catch,Present,AttendFull,Coerced,Left,Visible,0.00,04,Accept
639.2290,MISS,0,Catch,Present,AttendFull,Coerced,Left,Visible,0.00,04,Accept
643.7490,MISS,0,Catch,Present,AttendFull,Coerced,Left,Visible,0.00,04,Accept
655.7400,MISS,0,Catch,Present,AttendFull,Coerced,Right,Visible,0.00,03,Accept
658.3590,MISS,0,Catch,Present,AttendFull,Coerced,Right,Visible,0.00,03,Accept
710.0210,MISS,0,Catch,Present,AttendFull,Coerced,Left,Visible,0.00,04,Accept
711.6370,MISS,0,Catch,Present,AttendFull,Coerced,Right,Visible,0.00,04,Accept
713.3390,MISS,0,Catch,Present,AttendFull,Coerced,Right,Visible,0.00,04,Accept
714.3760,MISS,0,Catch,Present,AttendFull,Coerced,Right,Visible,0.00,01,Accept
727.8400,MISS,0,Catch,Present,AttendFull,Coerced,Right,Visible,0.00,01,Accept
731.2590,MISS,0,Catch,Present,AttendFull,Coerced,Left,Visible,0.00,01,Accept
740.0140,MISS,0,Catch,Present,AttendFull,Coerced,Left,Visible,0.00,02,Accept
760.9500,MISS,0,Catch,Present,AttendFull,Coerced,Right,Visible,0.00,02,Accept
771.3620,MISS,0,Catch,Present,AttendFull,Coerced,Left,Visible,0.00,03,Accept
774.4820,MISS,0,Catch,Present,AttendFull,Coerced,Left,Visible,0.00,03,Accept
776.0830,MISS,0,Catch,Present,AttendFull,Coerced,Left,Visible,0.00,03,Accept
776.8030,MISS,0,Catch,Present,AttendFull,Coerced,Right,Visible,0.00,03,Accept
777.7030,MISS,0,Catch,Present,AttendFull,Coerced,Left,Visible,0.00,03,Accept
787.9420,MISS,0,Catch,Present,AttendFull,Coerced,Right,Visible,0.00,03,Accept
792.5780,MISS,0,Catch,Present,AttendFull,Coerced,Left,Visible,0.00,03,Accept
794.0790,MISS,0,Catch,Present,AttendFull,Coerced,Left,Visible,0.00,03,Accept
794.7980,MISS,0,Catch,Present,AttendFull,Coerced,Left,Visible,0.00,03,Accept
798.0170,MISS,0,Catch,Present,AttendFull,Coerced,Left,Visible,0.00,03,Accept
882.0860,MISS,0,Catch,Present,AttendFull,Coerced,Right,Visible,0.00,03,Accept
883.8830,MISS,0,Catch,Present,AttendFull,Coerced,Right,Visible,0.00,03,Accept
900.2050,MISS,0,Catch,Present,AttendFull,Coerced,Left,Visible,0.00,04,Accept
902.5210,MISS,0,Catch,Present,AttendFull,Coerced,Right,Visible,0.00,04,Accept
903.7390,MISS,0,Catch,Present,AttendFull,Coerced,Right,Visible,0.00,04,Accept
904.5400,MISS,0,Catch,Present,AttendFull,Coerced,Right,Visible,0.00,04,Accept
909.4600,MISS,0,Catch,Present,AttendFull,Coerced,Right,Visible,0.00,04,Accept
910.0640,MISS,0,Catch,Present,AttendFull,Coerced,Left,Visible,0.00,02,Accept
910.7770,MISS,0,Catch,Present,AttendFull,Coerced,Left,Visible,0.00,04,Accept
914.6010,MISS,0,Catch,Present,AttendFull,Coerced,Right,Visible,0.00,02,Accept
58.3660,MISS,0,Catch,Present,AttendLeft,Coerced,Left,Visible,0.00,03,Accept
59.9810,MISS,0,Catch,Present,AttendLeft,Coerced,Right,Visible,0.00,03,Accept
61.3800,MISS,0,Catch,Present,AttendLeft,Coerced,Left,Visible,0.00,03,Accept
63.7020,MISS,0,Catch,Present,AttendLeft,Coerced,Right,Visible,0.00,03,Accept
64.6180,MISS,0,Catch,Present,AttendLeft,Coerced,Left,Visible,0.00,03,Accept
66.6900,MISS,0,Catch,Present,AttendLeft,Coerced,Left,Visible,0.00,04,Accept
68.5930,MISS,0,Catch,Present,AttendLeft,Coerced,Right,Visible,0.00,04,Accept
70.4090,MISS,0,Catch,Present,AttendLeft,Coerced,Left,Visible,0.00,04,Accept
72.4130,MISS,0,Catch,Present,AttendLeft,Coerced,Left,Visible,0.00,04,Accept
76.5500,MISS,0,Catch,Present,AttendLeft,Coerced,Left,Visible,0.00,04,Accept
85.8220,MISS,0,Catch,Present,AttendLeft,Coerced,Left,Visible,0.00,03,Accept
87.5390,MISS,0,Catch,Present,AttendLeft,Coerced,Left,Visible,0.00,03,Accept
90.9590,MISS,0,Catch,Present,AttendLeft,Coerced,Right,Visible,0.00,03,Accept
92.6570,MISS,0,Catch,Present,AttendLeft,Coerced,Left,Visible,0.00,03,Accept
93.4750,MISS,0,Catch,Present,AttendLeft,Coerced,Right,Visible,0.00,03,Accept
99.6800,MISS,0,Catch,Present,AttendLeft,Coerced,Left,Visible,0.00,03,Accept
104.5190,MISS,0,Catch,Present,AttendLeft,Coerced,Left,Visible,0.00,03,Accept
106.3350,MISS,0,Catch,Present,AttendLeft,Coerced,Left,Visible,0.00,03,Accept
108.2300,MISS,0,Catch,Present,AttendLeft,Coerced,Left,Visible,0.00,02,Accept
