OnsetL,Resp,RT,TrialType,Distractors,Task,PhotoD,Hemifield,Visibility,Saccade,Set
44.7420,EMG1,1.2420,Catch,Absent,AttendRight,Coerced,Left,Visible,0.00,04
45.5640,EMG1,0.4200,Real,Absent,AttendRight,Coerced,Right,Visible,0.00,04
47.4660,MISS,0,Catch,Absent,AttendRight,Coerced,Left,Visible,0.00,04
47.4700,EMG1,0.4330,Real,Absent,AttendFull,Coerced,Right,Visible,0.00,02
48.5700,EMG1,0.3900,Real,Absent,AttendFull,Coerced,Left,Visible,0.00,02
48.9810,MISS,0,Catch,Absent,AttendRight,Coerced,Left,Visible,0.00,04
49.2880,EMG1,0.4630,Real,Absent,AttendFull,Coerced,Left,Visible,0.00,02
49.7840,MISS,0,Catch,Absent,AttendRight,Coerced,Left,Visible,0.00,04
50.2910,EMG1,0.4680,Real,Absent,AttendFull,Coerced,Left,Visible,0.00,02
50.4220,EMG1,0.4640,Real,Present,AttendRight,Coerced,Right,Visible,0.00,03
50.7990,EMG1,1.8380,Catch,Absent,AttendRight,Coerced,Left,Visible,0.00,04
51.7060,EMG1,0.4770,Real,Absent,AttendFull,Coerced,Left,Visible,0.00,02
51.7370,MISS,0,Catch,Present,AttendRight,Coerced,Right,Visible,0.00,03
52.2020,EMG1,0.4350,Real,Absent,AttendRight,Coerced,Right,Visible,0.00,04
52.7010,EMG1,0.4160,Real,Absent,AttendFull,Coerced,Left,Visible,0.00,02
53.5410,EMG1,0.3950,Real,Present,AttendRight,Coerced,Right,Visible,0.00,03
53.9140,MISS,0,Catch,Absent,AttendLeft,Coerced,Right,Visible,0.00,01
54.2040,MISS,0,Catch,Absent,AttendRight,Coerced,Left,Visible,0.00,04
54.2390,EMG1,0.5390,Real,Present,AttendRight,Coerced,Right,Visible,0.00,03
54.3190,EMG1,0.4490,Real,Absent,AttendFull,Coerced,Left,Visible,0.00,02
55.3260,EMG1,0.4740,Real,Absent,AttendFull,Coerced,Right,Visible,0.00,02
