OnsetL,Resp,RT,TrialType,Distractors,Task,PhotoD,Hemifield,Visibility,Saccade,Set
38.1020,EMG1,0.3550,Real,Present,AttendFull,Coerced,Right,Visible,0.00,03
38.6900,EMG1,0.3960,Real,Absent,AttendFull,Coerced,Right,Visible,0.00,01
39.4030,MISS,0,Catch,Present,AttendFull,Coerced,Right,Visible,0.00,03
39.5770,EMG1,0.2820,Real,Absent,AttendFull,Coerced,Right,Visible,0.00,04
40.2930,EMG1,0.3370,Real,Absent,AttendFull,Coerced,Left,Visible,0.00,01
40.3740,EMG1,0.3280,Real,Absent,AttendFull,Coerced,Right,Visible,0.00,04
40.5530,MISS,0,Catch,Absent,AttendNone,Coerced,Right,Visible,0.00,02
41.0090,EMG1,0.4300,Real,Absent,AttendFull,Coerced,Left,Visible,0.00,01
41.2230,EMG1,0.3340,Real,Present,AttendFull,Coerced,Right,Visible,0.00,03
41.6540,MISS,0,Catch,Absent,AttendNone,Coerced,Right,Visible,0.00,02
41.9260,EMG1,0.4460,Real,Present,AttendFull,Coerced,Right,Visible,0.00,03
42.2980,EMG1,0.3020,Real,Absent,AttendFull,Coerced,Right,Visible,0.00,04
42.3710,MISS,0,Catch,Absent,AttendNone,Coerced,Left,Visible,0.00,02
42.8120,EMG1,0.2680,Real,Absent,AttendFull,Coerced,Right,Visible,0.00,01
43.0380,MISS,0,Catch,Present,AttendFull,Coerced,Left,Visible,0.00,03
43.3750,MISS,0,Catch,Absent,AttendNone,Coerced,Left,Visible,0.00,02
43.7960,EMG1,0.3070,Real,Absent,AttendFull,Coerced,Left,Visible,0.00,04
44.0420,EMG1,1.4380,Catch,Present,AttendFull,Coerced,Left,Visible,0.00,03
44.5950,EMG1,0.3320,Real,Absent,AttendFull,Coerced,Right,Visible,0.00,04
44.7920,MISS,0,Catch,Absent,AttendNone,Coerced,Right,Visible,0.00,02
44.8310,EMG1,0.3150,Real,Absent,AttendFull,Coerced,Right,Visible,0.00,01
45.1590,EMG1,0.3210,Real,Present,AttendFull,Coerced,Left,Visible,0.00,03
45.6100,EMG1,0.3180,Real,Absent,AttendFull,Coerced,Left,Visible,0.00,04
45.7950,MISS,0,Catch,Absent,AttendNone,Coerced,Left,Visible,0.00,02
46.2610,MISS,0,Catch,Present,AttendFull,Coerced,Left,Visible,0.00,03
46.4280,EMG1,0.3750,Real,Absent,AttendFull,Coerced,Right,Visible,0.00,01
47.0120,EMG1,0.2830,Real,Absent,AttendFull,Coerced,Right,Visible,0.00,04
47.4120,MISS,0,Catch,Absent,AttendNone,Coerced,Left,Visible,0.00,02
47.6780,MISS,0,Catch,Present,AttendFull,Coerced,Right,Visible,0.00,03
48.1480,EMG1,0.3530,Real,Absent,AttendFull,Coerced,Right,Visible,0.00,01
48.4130,MISS,0,Catch,Absent,AttendNone,Coerced,Right,Visible,0.00,02
49.0340,EMG1,0.3370,Real,Absent,AttendFull,Coerced,Left,Visible,0.00,04
49.1290,MISS,0,Catch,Absent,AttendNone,Coerced,Right,Visible,0.00,02
49.2800,MISS,0,Catch,Present,AttendFull,Coerced,Left,Visible,0.00,03
49.8480,EMG1,0.3650,Real,Absent,AttendFull,Coerced,Left,Visible,0.00,01
50.0290,MISS,0,Catch,Absent,AttendNone,Coerced,Right,Visible,0.00,02
50.7470,MISS,0,Catch,Absent,AttendNone,Coerced,Left,Visible,0.00,02
51.0360,EMG1,0.3340,Real,Absent,AttendFull,Coerced,Left,Visible,0.00,04
51.0680,EMG1,0.3010,Real,Absent,AttendFull,Coerced,Right,Visible,0.00,01
51.8480,MISS,0,Catch,Absent,AttendNone,Coerced,Left,Visible,0.00,02
51.9510,EMG1,0.3710,Real,Absent,AttendRight,Coerced,Right,Visible,0.00,04
52.6700,EMG1,0.2880,Real,Absent,AttendFull,Coerced,Right,Visible,0.00,01
53.5870,EMG1,0.3230,Real,Absent,AttendFull,Coerced,Right,Visible,0.00,01
53.8780,EMG1,0.3290,Real,Present,AttendRight,Coerced,Right,Visible,0.00,03
53.9470,EMG1,0.3330,Real,Absent,AttendRight,Coerced,Right,Visible,0.00,04
55.4010,EMG1,0.3180,Real,Present,AttendRight,Coerced,Right,Visible,0.00,03
56.0700,EMG1,0.3390,Real,Absent,AttendFull,Coerced,Left,Visible,0.00,02
56.7990,EMG1,1.1440,Catch,Present,AttendRight,Coerced,Right,Visible,0.00,03
57.4680,EMG1,0.3100,Real,Absent,AttendFull,Coerced,Right,Visible,0.00,02
57.6200,EMG1,0.3230,Real,Present,AttendRight,Coerced,Right,Visible,0.00,03
58.4840,EMG1,0.3400,Real,Absent,AttendFull,Coerced,Left,Visible,0.00,02
58.7180,EMG1,0.3580,Real,Present,AttendRight,Coerced,Right,Visible,0.00,03
59.4870,MISS,0,Catch,Present,AttendLeft,Coerced,Left,Visible,0.00,01
59.7380,MISS,0,Catch,Present,AttendRight,Coerced,Right,Visible,0.00,03
59.7710,MISS,0,Catch,Present,AttendRight,Coerced,Left,Visible,0.00,04
60.0850,EMG1,0.2980,Real,Absent,AttendFull,Coerced,Right,Visible,0.00,02
61.1080,MISS,0,Catch,Present,AttendLeft,Coerced,Left,Visible,0.00,01
61.3370,MISS,0,Catch,Present,AttendRight,Coerced,Right,Visible,0.00,03
61.6750,MISS,0,Catch,Present,AttendRight,Coerced,Right,Visible,0.00,04
61.8900,EMG1,0.3110,Real,Absent,AttendFull,Coerced,Right,Visible,0.00,02
62.2050,MISS,0,Catch,Present,AttendLeft,Coerced,Left,Visible,0.00,01
62.7570,EMG1,1.0960,Catch,Present,AttendRight,Coerced,Right,Visible,0.00,03
62.8060,EMG1,0.3140,Real,Absent,AttendFull,Coerced,Left,Visible,0.00,02
63.4580,EMG1,0.3950,Real,Present,AttendRight,Coerced,Right,Visible,0.00,03
63.4920,MISS,0,Catch,Present,AttendRight,Coerced,Right,Visible,0.00,04
63.6080,EMG1,0.3740,Real,Absent,AttendFull,Coerced,Left,Visible,0.00,02
64.2300,MISS,0,Catch,Present,AttendLeft,Coerced,Left,Visible,0.00,01
64.7210,EMG1,0.3300,Real,Absent,AttendFull,Coerced,Left,Visible,0.00,02
65.0700,MISS,0,Catch,Present,AttendRight,Coerced,Left,Visible,0.00,03
65.4210,EMG1,0.4010,Real,Absent,AttendFull,Coerced,Left,Visible,0.00,02
65.4910,MISS,0,Catch,Present,AttendRight,Coerced,Left,Visible,0.00,04
65.9760,MISS,0,Catch,Present,AttendFull,Coerced,Right,Visible,0.00,03
66.7450,EMG1,0.3320,Real,Absent,AttendFull,Coerced,Left,Visible,0.00,02
67.1130,EMG1,0.3870,Real,Present,AttendRight,Coerced,Right,Visible,0.00,04
67.8150,EMG1,0.5040,Real,Present,AttendRight,Coerced,Right,Visible,0.00,04
67.8310,EMG1,0.4670,Real,Present,AttendLeft,Coerced,Left,Visible,0.00,01
68.0460,EMG1,0.2760,Real,Absent,AttendFull,Coerced,Right,Visible,0.00,02
69.5930,EMG1,0.3710,Real,Absent,AttendFull,Coerced,Right,Visible,0.00,03
69.6310,EMG1,0.3850,Real,Present,AttendLeft,Coerced,Left,Visible,0.00,01
69.8670,MISS,0,Real,Absent,AttendFull,Coerced,Left,Visible,0.00,02
71.2950,EMG1,0.5300,Real,Absent,AttendFull,Coerced,Right,Visible,0.00,03
71.8490,MISS,0,Catch,Present,AttendLeft,Coerced,Left,Visible,0.00,01
73.1120,EMG1,0.3220,Real,Absent,AttendFull,Coerced,Left,Visible,0.00,03
73.1680,MISS,0,Catch,Present,AttendLeft,Coerced,Right,Visible,0.00,01
74.2170,EMG1,0.3040,Real,Absent,AttendFull,Coerced,Left,Visible,0.00,03
74.7680,MISS,0,Catch,Present,AttendLeft,Coerced,Left,Visible,0.00,01
75.0340,EMG1,0.3660,Real,Absent,AttendFull,Coerced,Left,Visible,0.00,03
75.0380,MISS,0,Catch,Present,AttendNone,Coerced,Left,Visible,0.00,04
75.2670,EMG1,1.3850,Catch,Present,AttendLeft,Coerced,Left,Visible,0.00,02
75.9350,EMG1,0.3660,Real,Absent,AttendFull,Coerced,Left,Visible,0.00,03
76.2400,MISS,0,Catch,Present,AttendNone,Coerced,Right,Visible,0.00,04
