OnsetL,Resp,RT,TrialType,Distractors,Task,PhotoD,Hemifield,Visibility,Saccade,Set
42.2960,EMG1,0.4510,Real,Absent,AttendFull,Coerced,Left,Visible,0.00,02
43.3930,EMG1,0.4120,Real,Absent,AttendFull,Coerced,Left,Visible,0.00,02
43.5320,MISS,0,Catch,Absent,AttendNone,Coerced,Right,Visible,0.00,04
44.1110,EMG1,0.5130,Real,Absent,AttendFull,Coerced,Right,Visible,0.00,02
44.3280,MISS,0,Catch,Absent,AttendNone,Coerced,Right,Visible,0.00,04
44.6450,MISS,0,Real,Present,AttendRight,Coerced,Right,Visible,0.00,03
45.1140,EMG1,0.5690,Real,Absent,AttendFull,Coerced,Right,Visible,0.00,02
45.6560,EMG1,1.9960,Catch,Absent,AttendLeft,Coerced,Right,Visible,0.00,01
45.9630,MISS,0,Catch,Present,AttendRight,Coerced,Right,Visible,0.00,03
46.2490,MISS,0,Catch,Absent,AttendNone,Coerced,Left,Visible,0.00,04
46.5320,EMG1,0.4690,Real,Absent,AttendFull,Coerced,Left,Visible,0.00,02
47.2600,EMG1,0.3920,Real,Absent,AttendLeft,Coerced,Left,Visible,0.00,01
47.5360,EMG1,0.4560,Real,Absent,AttendFull,Coerced,Right,Visible,0.00,02
47.7520,MISS,0,Catch,Absent,AttendNone,Coerced,Right,Visible,0.00,04
47.7830,EMG1,0.3960,Real,Present,AttendRight,Coerced,Right,Visible,0.00,03
47.9780,MISS,0,Catch,Absent,AttendLeft,Coerced,Right,Visible,0.00,01
48.4760,EMG1,0.4480,Real,Present,AttendRight,Coerced,Right,Visible,0.00,03
48.5700,MISS,0,Catch,Absent,AttendNone,Coerced,Left,Visible,0.00,04
49.1510,EMG1,0.5960,Real,Absent,AttendFull,Coerced,Left,Visible,0.00,02
49.5710,MISS,0,Catch,Absent,AttendNone,Coerced,Right,Visible,0.00,04
49.6000,MISS,0,Catch,Present,AttendRight,Coerced,Right,Visible,0.00,03
49.7780,MISS,0,Catch,Absent,AttendLeft,Coerced,Right,Visible,0.00,01
50.5970,EMG1,1.5610,Catch,Present,AttendRight,Coerced,Right,Visible,0.00,03
50.8730,EMG1,0.1120,Real,Absent,AttendFull,Coerced,Right,Visible,0.00,02
50.9820,MISS,0,Catch,Absent,AttendNone,Coerced,Right,Visible,0.00,04
51.7120,EMG1,0.4460,Real,Present,AttendRight,Coerced,Right,Visible,0.00,03
51.7730,EMG1,0.3130,Real,Absent,AttendFull,Coerced,Right,Visible,0.00,02
51.7970,MISS,0,Catch,Absent,AttendLeft,Coerced,Right,Visible,0.00,01
