OnsetL,Resp,RT,TrialType,Distractors,Task,PhotoD,Hemifield,Visibility,Saccade,Set
37.7690,EMG1,0.8050,Real,Present,AttendLeft,Coerced,Left,Visible,0.00,03
39.0820,MISS,0,Catch,Present,AttendLeft,Coerced,Left,Visible,0.00,03
39.5240,EMG1,0.9850,Real,Absent,AttendRight,Coerced,Right,Visible,0.00,02
40.3410,MISS,0,Catch,Absent,AttendNone,Coerced,Left,Visible,0.00,04
40.6220,EMG1,0.6380,Real,Absent,AttendRight,Coerced,Right,Visible,0.00,02
41.3440,EMG1,1.3400,Catch,Absent,AttendRight,Coerced,Left,Visible,0.00,02
41.6030,EMG1,0.6440,Real,Present,AttendLeft,Coerced,Left,Visible,0.00,03
42.3420,EMG1,0.3420,Real,Absent,AttendRight,Coerced,Right,Visible,0.00,02
42.7010,MISS,0,Catch,Present,AttendLeft,Coerced,Left,Visible,0.00,03
42.8400,MISS,0,Catch,Absent,AttendLeft,Coerced,Right,Visible,0.00,01
43.0600,MISS,0,Catch,Absent,AttendNone,Coerced,Right,Visible,0.00,04
43.7190,EMG1,1.4320,Catch,Present,AttendLeft,Coerced,Left,Visible,0.00,03
43.7600,EMG1,0.9270,Catch,Absent,AttendRight,Coerced,Left,Visible,0.00,02
44.4630,EMG1,0.4680,Real,Absent,AttendLeft,Coerced,Left,Visible,0.00,01
44.5610,MISS,0,Catch,Absent,AttendNone,Coerced,Left,Visible,0.00,04
44.7630,MISS,0,Catch,Absent,AttendRight,Coerced,Left,Visible,0.00,02
44.8190,EMG1,0.3320,Real,Present,AttendLeft,Coerced,Left,Visible,0.00,03
45.1560,MISS,0,Catch,Absent,AttendLeft,Coerced,Right,Visible,0.00,01
45.3780,MISS,0,Catch,Absent,AttendNone,Coerced,Right,Visible,0.00,04
45.9420,MISS,0,Catch,Present,AttendLeft,Coerced,Right,Visible,0.00,03
46.3780,MISS,0,Catch,Absent,AttendNone,Coerced,Left,Visible,0.00,04
46.3810,EMG1,0.4930,Real,Absent,AttendRight,Coerced,Right,Visible,0.00,02
46.9600,MISS,0,Catch,Absent,AttendLeft,Coerced,Right,Visible,0.00,01
47.3790,EMG1,0.7470,Real,Absent,AttendRight,Coerced,Right,Visible,0.00,02
47.7970,MISS,0,Catch,Absent,AttendNone,Coerced,Right,Visible,0.00,04
48.0970,EMG1,0.0290,Real,Absent,AttendRight,Coerced,Right,Visible,0.00,02
48.9590,MISS,0,Catch,Present,AttendNone,Coerced,Left,Visible,0.00,03
48.9830,MISS,0,Catch,Absent,AttendLeft,Coerced,Right,Visible,0.00,01
48.9970,EMG1,0.9900,Catch,Absent,AttendRight,Coerced,Left,Visible,0.00,02
49.6960,EMG1,0.2910,Real,Absent,AttendRight,Coerced,Right,Visible,0.00,02
50.5820,MISS,0,Catch,Absent,AttendLeft,Coerced,Right,Visible,0.00,01
50.8180,MISS,0,Catch,Absent,AttendRight,Coerced,Left,Visible,0.00,02
51.8170,EMG1,1.7500,Catch,Absent,AttendNone,Coerced,Left,Visible,0.00,04
52.2990,EMG1,0.4330,Real,Absent,AttendLeft,Coerced,Left,Visible,0.00,01
52.7150,EMG1,0.8520,Real,Absent,AttendFull,Coerced,Right,Visible,0.00,04
53.5600,MISS,0,Catch,Present,AttendNone,Coerced,Left,Visible,0.00,03
54.0010,MISS,0,Catch,Absent,AttendLeft,Coerced,Right,Visible,0.00,01
54.7350,EMG1,0.2920,Real,Absent,AttendFull,Coerced,Left,Visible,0.00,04
55.0220,EMG1,1.6990,Catch,Absent,AttendRight,Coerced,Left,Visible,0.00,02
55.0770,MISS,0,Catch,Present,AttendNone,Coerced,Right,Visible,0.00,03
55.2160,MISS,0,Catch,Absent,AttendLeft,Coerced,Right,Visible,0.00,01
56.4370,EMG1,0.2840,Real,Absent,AttendRight,Coerced,Right,Visible,0.00,02
56.4820,MISS,0,Catch,Present,AttendNone,Coerced,Left,Visible,0.00,03
56.8200,MISS,0,Real,Absent,AttendRight,Coerced,Right,Visible,0.00,01
57.2990,EMG1,1.5770,Catch,Present,AttendNone,Coerced,Left,Visible,0.00,03
57.4370,MISS,0,Catch,Absent,AttendRight,Coerced,Left,Visible,0.00,02
57.7360,MISS,0,Real,Absent,AttendRight,Coerced,Right,Visible,0.00,01
58.4020,EMG1,0.4740,Real,Present,AttendLeft,Coerced,Left,Visible,0.00,03
59.0560,MISS,0,Catch,Absent,AttendNone,Coerced,Right,Visible,0.00,02
59.4150,MISS,0,Catch,Present,AttendLeft,Coerced,Left,Visible,0.00,03
60.5420,MISS,0,Catch,Present,AttendFull,Coerced,Right,Visible,0.00,04
61.0200,MISS,0,Catch,Present,AttendLeft,Coerced,Left,Visible,0.00,03
61.7760,MISS,0,Catch,Absent,AttendNone,Coerced,Right,Visible,0.00,02
62.4380,EMG1,1.1570,Catch,Present,AttendLeft,Coerced,Left,Visible,0.00,03
62.4470,MISS,0,Catch,Present,AttendLeft,Coerced,Left,Visible,0.00,04
62.5910,MISS,0,Catch,Absent,AttendNone,Coerced,Right,Visible,0.00,02
63.1360,EMG1,0.4590,Real,Present,AttendLeft,Coerced,Left,Visible,0.00,03
63.6590,MISS,0,Catch,Present,AttendRight,Coerced,Right,Visible,0.00,01
63.6930,MISS,0,Catch,Absent,AttendNone,Coerced,Right,Visible,0.00,02
64.2630,MISS,0,Catch,Present,AttendLeft,Coerced,Left,Visible,0.00,04
64.4100,MISS,0,Catch,Absent,AttendNone,Coerced,Left,Visible,0.00,02
65.2600,MISS,0,Catch,Present,AttendRight,Coerced,Right,Visible,0.00,01
65.6530,MISS,0,Catch,Present,AttendLeft,Coerced,Left,Visible,0.00,03
65.7110,MISS,0,Catch,Absent,AttendNone,Coerced,Left,Visible,0.00,02
66.2620,MISS,0,Catch,Present,AttendLeft,Coerced,Left,Visible,0.00,04
66.3750,MISS,0,Catch,Present,AttendRight,Coerced,Right,Visible,0.00,01
67.0290,MISS,0,Catch,Absent,AttendNone,Coerced,Left,Visible,0.00,02
67.8790,EMG1,0.4510,Real,Present,AttendLeft,Coerced,Left,Visible,0.00,04
68.3770,MISS,0,Catch,Present,AttendRight,Coerced,Right,Visible,0.00,01
68.5830,EMG1,0.3780,Real,Present,AttendLeft,Coerced,Left,Visible,0.00,04
69.2750,EMG1,0.4140,Real,Absent,AttendLeft,Coerced,Left,Visible,0.00,03
70.3980,MISS,0,Catch,Present,AttendLeft,Coerced,Left,Visible,0.00,04
70.9710,EMG1,0.4000,Real,Absent,AttendLeft,Coerced,Left,Visible,0.00,03
72.0010,MISS,0,Real,Present,AttendFull,Coerced,Left,Visible,0.00,01
72.7790,EMG1,0.4040,Real,Absent,AttendFull,Coerced,Left,Visible,0.00,03
73.8030,EMG1,0.4930,Real,Present,AttendFull,Coerced,Right,Visible,0.00,01
74.2500,MISS,0,Catch,Present,AttendNone,Coerced,Right,Visible,0.00,02
74.6930,EMG1,0.2840,Real,Absent,AttendFull,Coerced,Right,Visible,0.00,03
74.7150,MISS,0,Catch,Present,AttendFull,Coerced,Left,Visible,0.00,01
75.2540,MISS,0,Catch,Present,AttendNone,Coerced,Left,Visible,0.00,02
75.6110,EMG1,0.3370,Real,Absent,AttendFull,Coerced,Right,Visible,0.00,03
75.8000,MISS,0,Catch,Present,AttendLeft,Coerced,Left,Visible,0.00,04
76.0180,MISS,0,Catch,Present,AttendFull,Coerced,Left,Visible,0.00,01
